1535038308.237597;14.825402975082397;14.853458517724262;14.853458517724262;42.8299561;-1.744042;14.85;-11
1535038309.282199;15.870004892349243;15.447780034660367;0.5943215169361059;42.8299552;-1.7440472;14.76;-11
1535038310.279531;16.867336988449097;17.101546297871387;1.6537662632110188;42.8299531;-1.7440619;14.71;-12
1535038311.342781;17.93058705329895;19.661254425907874;2.559708128036488;42.8299484;-1.7440844;14.64;-12
1535038312.49177;19.079576015472412;24.11494850201201;4.453694076104135;42.8299456;-1.7441243;14.54;-12
1535038313.734584;20.32239007949829;29.541604324670672;5.426655822658665;42.8299399;-1.7441727;14.41;-12
1535038314.842921;21.430727005004883;35.80245491515785;6.260850590487183;42.8299338;-1.7442286;14.29;-13
1535038316.119831;22.707637071609497;42.66213356474037;6.859678649582522;42.8299267;-1.7442898;14.16;-13
1535038317.177332;23.765137910842896;49.98134797099611;7.31921440625574;42.8299191;-1.7443551;14.04;-13
1535038318.348534;24.93634009361267;55.96771246542731;5.9863644944311964;42.8299128;-1.7444085;13.95;-14
1535038319.453826;26.041631937026978;63.62637436136798;7.658661895940668;42.8299046;-1.7444768;13.83;-14
1535038320.599523;27.187329053878784;71.37610826875495;7.7497339073869735;42.8298962;-1.7445459;13.71;-14
1535038321.698514;28.286319971084595;77.6246470664383;6.248538797683358;42.8298893;-1.7446016;13.62;-14
1535038322.832993;29.420799016952515;85.50966117550938;7.885014109071077;42.8298807;-1.7446719;13.5;-15
1535038323.935887;30.523693084716797;93.41812786053531;7.908466685025924;42.829872;-1.7447424;13.38;-15
1535038325.048821;31.636626958847046;99.75504712907166;6.33691926853635;42.8298651;-1.7447989;13.29;-15
1535038326.149037;32.73684287071228;107.6733650473115;7.918317918239855;42.8298565;-1.7448695;13.16;-15
1535038327.189563;33.777369022369385;114.02148285390044;6.348117806588932;42.8298496;-1.7449261;13.06;-16
1535038328.392104;34.979909896850586;121.9520437588566;7.9305609049561685;42.8298409;-1.7449968;12.94;-16
1535038329.494266;36.082072019577026;129.88260466381277;7.9305609049561685;42.8298322;-1.7450675;12.82;-16
1535038330.632156;37.21996188163757;136.2307224704017;6.348117806588932;42.8298253;-1.7451241;12.72;-17
1535038331.713756;38.30156207084656;144.16128337535787;7.9305609049561685;42.8298166;-1.7451948;12.6;-17
1535038332.860308;39.44811391830444;152.0588615859028;7.897578210544939;42.8298079;-1.7452652;12.47;-17
1535038334.005779;40.59358501434326;159.98942249085897;7.9305609049561685;42.8297992;-1.7453359;12.35;-17
1535038335.138665;41.726470947265625;166.3278505876694;6.338428096810431;42.8297922;-1.7453924;12.25;-18
1535038336.255719;42.84352493286133;174.25705975713868;7.929209169469291;42.8297836;-1.7454631;12.13;-18
1535038337.343633;43.93143892288208;180.58173861872422;6.3246788615855305;42.8297768;-1.7455195;12.03;-18
1535038338.437659;45.02546501159668;188.4998986735803;7.918160054856075;42.8297682;-1.7455901;11.91;-18
1535038339.516535;46.10434103012085;196.41687841844094;7.9169797448606545;42.8297597;-1.7456607;11.78;-19
1535038340.617616;47.205421924591064;202.7427490924324;6.325870673991457;42.8297528;-1.7457171;11.69;-19
